Edge Label, Good, Fisher Prices, New Prices, Capacity
e414: V003_7_dep, V005_31_arr, 0.0, 0.0, 3.0

e415: V003_7_dep, V006_29_arr, 0.0, 0.0, 5.0

e416: V003_7_dep, V007_51_arr, 0.0, 0.0, 4.0

e417: V003_7_arr, V003_7, 0.0, 0.0, 3.0

e418: V003_8, V003_8_dep, 0.0, 0.0, 1.0

e419: V003_8, V003_9, 0.0, 0.0, 8.0

e420: V004_7_dep, V001_15_arr, 0.0, 0.0, 4.0

e421: V004_7_dep, V002_16_arr, 0.0, 0.0, 5.0

e422: V004_7_dep, V003_14_arr, 0.0, 0.0, 3.0

e423: V004_7_dep, V005_35_arr, 0.0, 0.0, 4.0

e424: V004_7_dep, V006_35_arr, 0.0, 0.0, 5.0

