Auction Time,Edge Label,Good,Fisher Prices,New Prices,Capacity,End Capacity
21,e1,"V004_1_dep, V002_10_arr",0.0,0.0,2.0,2.0
21,e2,"V004_1_arr, V004_1",0.0,0.0,1.0,1.0
21,e3,"V004_1, V004_1_dep",0.0,0.0,5.0,5.0
21,e4,"V004_1, V004_2",0.0,0.0,7.0,7.0
21,e5,"V004_2, V004_2_dep",0.0,0.0,5.0,5.0
21,e6,"V004_2, V004_3",0.0,0.0,7.0,7.0
21,e7,"V002_1_dep, V006_25_arr",0.0,0.0,3.0,3.0
21,e8,"V002_1_dep, V007_39_arr",0.0,0.0,3.0,3.0
21,e9,"V002_1_arr, V002_1",0.0,0.0,1.0,1.0
21,e10,"V002_1, V002_1_dep",0.0,0.0,5.0,5.0
21,e11,"V002_1, V002_2",0.0,0.0,6.0,6.0
21,e12,"V002_2, V002_2_dep",0.0,0.0,5.0,5.0
21,e13,"V002_2, V002_3",0.0,0.0,6.0,6.0
21,e14,"V003_1_dep, V007_45_arr",0.0,0.0,5.0,5.0
21,e15,"V003_1_arr, V003_1",0.0,0.0,2.0,2.0
21,e16,"V003_1, V003_1_dep",0.0,0.0,1.0,1.0
21,e17,"V003_1, V003_2",0.0,0.0,7.0,7.0
21,e18,"V003_2, V003_2_dep",0.0,0.0,1.0,1.0
21,e19,"V003_2, V003_3",0.0,0.0,7.0,7.0
21,e20,"V005_1_dep, V003_25_arr",0.0,0.0,4.0,4.0
21,e21,"V005_1_dep, V004_29_arr",0.0,0.0,5.0,5.0
21,e22,"V005_1_arr, V005_1",0.0,0.0,3.0,3.0
21,e23,"V005_1, V005_1_dep",0.0,0.0,2.0,2.0
21,e24,"V005_1, V005_2",0.0,0.0,6.0,6.0
21,e25,"V005_2, V005_2_dep",0.0,0.0,2.0,2.0
21,e26,"V005_2, V005_3",0.0,0.0,6.0,6.0
21,e27,"V006_1_arr, V006_1",0.0,0.0,1.0,1.0
21,e28,"V006_1, V006_1_dep",0.0,0.0,4.0,4.0
21,e29,"V006_1, V006_2",0.0,0.0,8.0,8.0
21,e30,"V006_2, V006_2_dep",0.0,0.0,4.0,4.0
21,e31,"V006_2, V006_3",0.0,0.0,8.0,8.0
21,e32,"V007_1_dep, V002_39_arr",0.0,0.0,3.0,3.0
21,e33,"V007_1_arr, V007_1",0.0,0.0,1.0,1.0
21,e34,"V007_1, V007_1_dep",0.0,0.0,2.0,2.0
