Allocations,Indices,Edge Information,Goods Lists,Sample and Int Allocations,Deconflicted Allocations,Utility,Budget,Payment
1.1325889628879575,3.0,,"('V001_1', 'V001_2')",1.0,"('V001_1', 'V001_2')",0.0,255.14068152410965,23.52653894160018
1.2651107102768702,5.0,,"('V001_2', 'V001_3')",1.0,"('V001_2', 'V001_3')",0.0,,
1.3974981895113572,31.0,,"('V001_3', 'V001_4')",1.0,"('V001_3', 'V001_4')",0.0,,
1.5296844267877017,49.0,,"('V001_4', 'V001_5')",1.0,"('V001_4', 'V001_5')",0.0,,
1.6616026659735428,67.0,,"('V001_5', 'V001_6')",1.0,"('V001_5', 'V001_6')",0.0,,
1.7931865600312176,85.0,,"('V001_6', 'V001_7')",1.0,"('V001_6', 'V001_7')",0.0,,
1.9243703415361375,103.0,,"('V001_7', 'V001_8')",1.0,"('V001_7', 'V001_8')",0.0,,
2.0550889547364144,121.0,,"('V001_8', 'V001_9')",1.0,"('V001_8', 'V001_9')",0.0,,
2.1852781515696695,139.0,,"('V001_9', 'V001_10')",1.0,"('V001_9', 'V001_10')",0.0,,
2.3148745605502232,157.0,,"('V001_10', 'V001_11')",1.0,"('V001_10', 'V001_11')",0.0,,
2.4438157393733935,175.0,,"('V001_11', 'V001_12')",1.0,"('V001_11', 'V001_12')",0.0,,
2.572040232095568,193.0,,"('V001_12', 'V001_13')",1.0,"('V001_12', 'V001_13')",0.0,,
1.865028205887826,211.0,,"('V001_13', 'V001_14')",0.0,"('V001_13', 'V001_13_dep')",0.0,,
0.8344594754432122,210.0,,"('V001_13', 'V001_13_dep')",1.0,"('V001_13_dep', 'V002_18_arr')",0.0,,
1.169418769060167,229.0,,"('V001_14', 'V001_15')",0.0,"('V002_18', 'V002_19')",0.0,,
0.8221007867106638,228.0,,"('V001_14', 'V001_14_dep')",0.0,"('V002_18_arr', 'V002_18')",0.0,,
0.48283590545364447,247.0,,"('V001_15', 'V001_16')",0.0,"('V002_19', 'V002_20')",0.0,,
0.8119429551542888,246.0,,"('V001_15', 'V001_15_dep')",0.0,"('V002_20', 'V002_21')",0.0,,
0.5613369530354576,265.0,,"('V001_16', 'V001_17')",0.0,"('V002_21', 'V002_22')",0.0,,
0.04556286964674471,264.0,,"('V001_16', 'V001_16_dep')",0.0,"('V002_22', 'V002_23')",0.0,,
0.6848512627379918,283.0,,"('V001_17', 'V001_18')",0.0,"('V002_23', 'V002_24')",0.0,,
-5.2464692416296184e-06,282.0,,"('V001_17', 'V001_17_dep')",0.0,"('V002_24', 'V002_25')",0.0,,
0.8077547216504712,301.0,,"('V001_18', 'V001_19')",0.0,"('V002_25', 'V002_26')",0.0,,
