Allocations,Indices,Edge Information,Goods Lists,Sample and Int Allocations,Deconflicted Allocations,Utility,Budget,Payment
1.1461945720203461,25.0,,"('V003_1', 'V003_2')",1.0,"('V003_1', 'V003_2')",0.0,223.91447801454132,0.0
1.2923312991960503,27.0,,"('V003_2', 'V003_3')",1.0,"('V003_2', 'V003_3')",0.0,,
1.4383524107305163,45.0,,"('V003_3', 'V003_4')",1.0,"('V003_3', 'V003_4')",0.0,,
1.5842002838839022,63.0,,"('V003_4', 'V003_5')",1.0,"('V003_4', 'V003_5')",0.0,,
1.7298175156277922,81.0,,"('V003_5', 'V003_6')",1.0,"('V003_5', 'V003_6')",0.0,,
1.8751469942479926,99.0,,"('V003_6', 'V003_7')",1.0,"('V003_6', 'V003_7')",0.0,,
2.020131971509241,117.0,,"('V003_7', 'V003_8')",1.0,"('V003_7', 'V003_8')",0.0,,
2.164716135326476,135.0,,"('V003_8', 'V003_9')",1.0,"('V003_8', 'V003_9')",0.0,,
2.3088436831900947,153.0,,"('V003_9', 'V003_10')",1.0,"('V003_9', 'V003_10')",0.0,,
2.4524593970635764,171.0,,"('V003_10', 'V003_11')",1.0,"('V003_10', 'V003_11')",0.0,,
2.595508720324504,189.0,,"('V003_11', 'V003_12')",1.0,"('V003_11', 'V003_12')",0.0,,
2.737937836218725,207.0,,"('V003_12', 'V003_13')",1.0,"('V003_12', 'V003_13')",0.0,,
2.879693745000025,225.0,,"('V003_13', 'V003_14')",1.0,"('V003_13', 'V003_14')",0.0,,
3.020724333741491,243.0,,"('V003_14', 'V003_15')",1.0,"('V003_14', 'V003_15')",0.0,,
3.1609784303484423,261.0,,"('V003_15', 'V003_16')",1.0,"('V003_15', 'V003_16')",0.0,,
3.300405835804803,279.0,,"('V003_16', 'V003_17')",1.0,"('V003_16', 'V003_17')",0.0,,
3.4389573417276167,297.0,,"('V003_17', 'V003_18')",1.0,"('V003_17', 'V003_18')",0.0,,
3.576584762951906,315.0,,"('V003_18', 'V003_19')",1.0,"('V003_18', 'V003_19')",0.0,,
3.713241023904475,333.0,,"('V003_19', 'V003_20')",1.0,"('V003_19', 'V003_20')",0.0,,
3.154695177678244,351.0,,"('V003_20', 'V003_21')",1.0,"('V003_20', 'V003_21')",0.0,,
0.6941851104414466,350.0,,"('V003_20', 'V003_20_dep')",0.0,"('V003_21', 'V003_22')",0.0,,
2.6016543294249677,369.0,,"('V003_21', 'V003_22')",1.0,"('V003_22', 'V003_23')",0.0,,
0.687617711891065,368.0,,"('V003_21', 'V003_21_dep')",0.0,"('V003_23', 'V003_24')",0.0,,
2.053621090442742,387.0,,"('V003_22', 'V003_23')",1.0,"('V003_24', 'V003_25')",0.0,,
0.6815049184438712,386.0,,"('V003_22', 'V003_22_dep')",0.0,"('V003_25', 'V003_26')",0.0,,
1.510141726928745,405.0,,"('V003_23', 'V003_24')",1.0,"('V003_26', 'V003_27')",0.0,,
0.675805142890582,404.0,,"('V003_23', 'V003_23_dep')",0.0,"('V003_27', 'V003_28')",0.0,,
0.9707986449726124,423.0,,"('V003_24', 'V003_25')",1.0,"('V003_28', 'V003_29')",0.0,,
0.670483764501254,422.0,,"('V003_24', 'V003_24_dep')",0.0,"('V003_29', 'V003_30')",0.0,,
1.1007159254834853,441.0,,"('V003_25', 'V003_26')",1.0,"('V003_30', 'V003_31')",0.0,,
1.2293708572366002,459.0,,"('V003_26', 'V003_27')",1.0,"('V003_31', 'V003_32')",0.0,,
1.3567255521720074,477.0,,"('V003_27', 'V003_28')",1.0,"('V003_32', 'V003_33')",0.0,,
1.4827432627656412,495.0,,"('V003_28', 'V003_29')",1.0,"('V003_33', 'V003_34')",0.0,,
1.6073884214989755,513.0,,"('V003_29', 'V003_30')",1.0,"('V003_34', 'V003_35')",0.0,,
1.7306266364369667,531.0,,"('V003_30', 'V003_31')",1.0,"('V003_35', 'V003_36')",0.0,,
1.8524246762478715,549.0,,"('V003_31', 'V003_32')",1.0,"('V003_36', 'V003_37')",0.0,,
1.9727504673323686,567.0,,"('V003_32', 'V003_33')",1.0,"('V003_37', 'V003_38')",0.0,,
2.0915731065209324,585.0,,"('V003_33', 'V003_34')",1.0,"('V003_38', 'V003_39')",0.0,,
2.2088628827147683,603.0,,"('V003_34', 'V003_35')",1.0,"('V003_39', 'V003_40')",0.0,,
2.324591299658071,621.0,,"('V003_35', 'V003_36')",1.0,"('V003_40', 'V003_41')",0.0,,
2.438731094668467,639.0,,"('V003_36', 'V003_37')",1.0,"('V003_41', 'V003_42')",0.0,,
2.5512562511325365,657.0,,"('V003_37', 'V003_38')",1.0,"('V003_42', 'V003_43')",0.0,,
2.6621420045955886,675.0,,"('V003_38', 'V003_39')",1.0,"('V003_43', 'V003_44')",0.0,,
2.7713648432962827,693.0,,"('V003_39', 'V003_40')",1.0,"('V003_44', 'V003_45')",0.0,,
2.878902504313094,711.0,,"('V003_40', 'V003_41')",1.0,"('V003_45', 'V003_46')",0.0,,
2.9847339664108192,729.0,,"('V003_41', 'V003_42')",1.0,"('V003_46', 'V003_47')",0.0,,
3.088839440416598,747.0,,"('V003_42', 'V003_43')",1.0,"('V003_47', 'V003_48')",0.0,,
3.191200357655913,765.0,,"('V003_43', 'V003_44')",1.0,"('V003_48', 'V003_49')",0.0,,
3.2917993567174033,783.0,,"('V003_44', 'V003_45')",1.0,"('V003_49', 'V003_50')",0.0,,
3.3906202686294256,801.0,,"('V003_45', 'V003_46')",1.0,"('V003_50', 'V003_51')",0.0,,
3.4876481004174793,819.0,,"('V003_46', 'V003_47')",1.0,"('V003_51', 'V003_52')",0.0,,
3.582869016981369,837.0,,"('V003_47', 'V003_48')",1.0,"('V003_52', 'V003_53')",0.0,,
3.676270321222266,855.0,,"('V003_48', 'V003_49')",1.0,"('V003_53', 'V003_54')",0.0,,
3.7678404323859316,873.0,,"('V003_49', 'V003_50')",1.0,"('V003_54', 'V003_55')",0.0,,
3.8575688626106825,891.0,,"('V003_50', 'V003_51')",1.0,"('V003_55', 'V003_56')",0.0,,
3.945446191709344,909.0,,"('V003_51', 'V003_52')",1.0,"('V003_56', 'V003_57')",0.0,,
4.031464040225212,927.0,,"('V003_52', 'V003_53')",1.0,"('V003_57', 'V003_58')",0.0,,
4.115615040829861,945.0,,"('V003_53', 'V003_54')",1.0,"('V003_58', 'V003_59')",0.0,,
4.197892808133236,963.0,,"('V003_54', 'V003_55')",1.0,"('V003_59', 'V003_60')",0.0,,
4.278291906991174,981.0,,"('V003_55', 'V003_56')",1.0,"('V003_60', 'V003_61')",0.0,,
4.356807819401366,999.0,,"('V003_56', 'V003_57')",1.0,"('V003_61', 'V003_62')",0.0,,
4.433436910082486,1017.0,,"('V003_57', 'V003_58')",1.0,"('V003_62', 'V003_63')",0.0,,
4.508176390841757,1035.0,,"('V003_58', 'V003_59')",1.0,"('V003_63', 'V003_64')",0.0,,
4.58102428383476,1053.0,,"('V003_59', 'V003_60')",1.0,"('V003_64', 'V003_65')",0.0,,
4.651979383829598,1071.0,,"('V003_60', 'V003_61')",1.0,"('V003_65', 'V003_66')",0.0,,
4.72104121958391,1089.0,,"('V003_61', 'V003_62')",1.0,"('V003_66', 'V003_67')",0.0,,
4.788210014448615,1107.0,,"('V003_62', 'V003_63')",1.0,"('V003_67', 'V003_68')",0.0,,
4.853486646307478,1125.0,,"('V003_63', 'V003_64')",1.0,"('V003_68', 'V003_69')",0.0,,
4.916872606964603,1142.0,,"('V003_64', 'V003_65')",1.0,"('V003_69', 'V003_70')",0.0,,
4.9783699610871075,1159.0,,"('V003_65', 'V003_66')",1.0,"('V003_70', 'V003_71')",0.0,,
5.037981304810406,1176.0,,"('V003_66', 'V003_67')",1.0,"('V003_71', 'V003_72')",0.0,,
5.095709724113767,1193.0,,"('V003_67', 'V003_68')",1.0,"('V003_72', 'V003_73')",0.0,,
5.151558753070181,1210.0,,"('V003_68', 'V003_69')",1.0,"('V003_73', 'V003_74')",0.0,,
5.205532332075525,1227.0,,"('V003_69', 'V003_70')",1.0,"('V003_74', 'V003_75')",0.0,,
5.2576347661604395,1244.0,,"('V003_70', 'V003_71')",1.0,"('V003_75', 'V003_76')",0.0,,
5.307870683485443,1261.0,,"('V003_71', 'V003_72')",1.0,"('V003_76', 'V003_77')",0.0,,
5.356244994124237,1278.0,,"('V003_72', 'V003_73')",1.0,"('V003_77', 'V003_78')",0.0,,
5.402762849232391,1295.0,,"('V003_73', 'V003_74')",1.0,"('V003_78', 'V003_79')",0.0,,
5.447429600700679,1312.0,,"('V003_74', 'V003_75')",1.0,"('V003_79', 'V003_80')",0.0,,
5.490250761391284,1329.0,,"('V003_75', 'V003_76')",1.0,"('V003_80', 'V003_81')",0.0,,
5.531231966051662,1346.0,,"('V003_76', 'V003_77')",1.0,"('V003_81', 'V003_82')",0.0,,
5.570378932998949,1363.0,,"('V003_77', 'V003_78')",1.0,"('V003_82', 'V003_83')",0.0,,
5.6076974266656086,1380.0,,"('V003_78', 'V003_79')",1.0,"('V003_83', 'V003_84')",0.0,,
5.643193221096629,1397.0,,"('V003_79', 'V003_80')",1.0,"('V003_84', 'V003_85')",0.0,,
