Allocations,Indices,Edge Information,Goods Lists,Sample and Int Allocations,Deconflicted Allocations,Utility,Budget,Payment
1.1289188012952875,464.0,,"('V002_21', 'V002_22')",1.0,"('V002_21', 'V002_22')",0.0,247.11306935492087,13.978115543086485
1.2578163381398784,487.0,,"('V002_22', 'V002_23')",1.0,"('V002_22', 'V002_23')",0.0,,
1.3866713742975185,510.0,,"('V002_23', 'V002_24')",1.0,"('V002_23', 'V002_24')",0.0,,
1.5154626610525952,533.0,,"('V002_24', 'V002_25')",1.0,"('V002_24', 'V002_25')",0.0,,
1.6441689657364966,556.0,,"('V002_25', 'V002_26')",1.0,"('V002_25', 'V002_26')",0.0,,
1.7727691118389681,579.0,,"('V002_26', 'V002_27')",1.0,"('V002_26', 'V002_27')",0.0,,
1.9012420031756627,602.0,,"('V002_27', 'V002_28')",1.0,"('V002_27', 'V002_28')",0.0,,
2.0295666338000373,625.0,,"('V002_28', 'V002_29')",1.0,"('V002_28', 'V002_29')",0.0,,
2.157722098212465,648.0,,"('V002_29', 'V002_30')",1.0,"('V002_29', 'V002_30')",0.0,,
2.285687618198212,671.0,,"('V002_30', 'V002_31')",1.0,"('V002_30', 'V002_31')",0.0,,
2.413442593170872,694.0,,"('V002_31', 'V002_32')",1.0,"('V002_31', 'V002_32')",0.0,,
2.540966649251565,717.0,,"('V002_32', 'V002_33')",1.0,"('V002_32', 'V002_33')",0.0,,
1.990662972880531,740.0,,"('V002_33', 'V002_34')",0.0,"('V002_33', 'V002_33_dep')",0.0,,
0.6775766002441574,739.0,,"('V002_33', 'V002_33_dep')",1.0,"('V002_33_dep', 'V006_57_arr')",0.0,,
1.4611742709745028,763.0,,"('V002_34', 'V002_35')",0.0,"('V006_57', 'V006_58')",0.0,,
0.6565660715494919,762.0,,"('V002_34', 'V002_34_dep')",0.0,"('V006_57_arr', 'V006_57')",0.0,,
0.9527357550428643,786.0,,"('V002_35', 'V002_36')",0.0,"('V006_58', 'V006_59')",0.0,,
0.6353739674334037,785.0,,"('V002_35', 'V002_35_dep')",0.0,"('V006_59', 'V006_60')",0.0,,
0.4655952401783161,809.0,,"('V002_36', 'V002_37')",0.0,"('V006_60', 'V006_61')",0.0,,
0.6139850005683192,808.0,,"('V002_36', 'V002_36_dep')",0.0,"('V006_61', 'V006_62')",0.0,,
-1.1780968580281889e-06,832.0,,"('V002_37', 'V002_38')",0.0,"('V006_62', 'V006_63')",0.0,,
0.5923975138402051,831.0,,"('V002_37', 'V002_37_dep')",0.0,"('V006_63', 'V006_64')",0.0,,
0.051735716565827504,855.0,,"('V002_38', 'V002_39')",0.0,"('V006_64', 'V006_65')",0.0,,
0.1035884357784475,878.0,,"('V002_39', 'V002_40')",0.0,"('V006_65', 'V006_66')",0.0,,
0.15566061141981424,901.0,,"('V002_40', 'V002_41')",0.0,"('V006_66', 'V006_67')",0.0,,
0.20803346107585463,924.0,,"('V002_41', 'V002_42')",0.0,"('V006_67', 'V006_68')",0.0,,
